Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
Campanharo,103674,€250k,"Oct 21, 2025","Apr 4, 1992",33,1.78,Brazil,"['Brazil', 'Italy']",Central Midfield,"                    0
0  Defensive Midfield",Without Club,Internacional,"Jan 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Ribas,834461,,,"Jan 11, 2004",22,1.73,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Salgueiros,,,"Jan 13, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Wellington Oliveira,1226971,,,"May 8, 2005",20,,Brazil,['Brazil'],Midfield,,ABECAT,,,"Jan 5, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Marcelo,744024,€4.50m,"Dec 10, 2025","Jun 13, 2000",25,1.9,Brazil,[],Centre-Back,,Cruzeiro,,,"Jul 1, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Guimarães,876750,,,"Jun 8, 2002",23,1.92,Brazil,['Brazil'],Goalkeeper,,O Elvas,,,"Jul 29, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Vágner Love,18829,,,"Jun 11, 1984",41,1.72,Brazil,[],Centre-Forward,,Retrô,,,"Jun 4, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ivan,364257,€1.30m,"Dec 10, 2025","Jul 2, 1997",28,1.96,Brazil,"['Brazil', 'Italy']",Goalkeeper,,Internacional,,,"Jan 7, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pablo Galdames,313830,€1.30m,"Dec 17, 2025","Dec 30, 1996",29,1.76,Chile,['Chile'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Burgos CF,,,"Jan 20, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Arthur Wenderroscky,743585,€450k,"Nov 28, 2025","Feb 24, 2005",20,1.7,Brazil,"['Brazil', 'Poland']",Attacking Midfield,"                  0
0  Central Midfield
1    Second Striker",Wydad AC,,,"Sep 19, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Dodi,373174,€700k,"Dec 10, 2025","Apr 17, 1996",29,1.69,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Grêmio,,,"Jan 1, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Thauan Lara,749557,€400k,"Dec 22, 2025","Jan 22, 2004",21,1.76,Brazil,[],Left-Back,,Portimonense,,,"Aug 20, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Félix Torres,468174,€1.00m,"Dec 10, 2025","Jan 11, 1997",29,1.87,Ecuador,[],Centre-Back,,Internacional,,,"Jan 18, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rodrigo Caio,172054,,,"Aug 17, 1993",32,1.82,Brazil,"['Brazil', 'Italy']",Centre-Back,"                    0
0  Defensive Midfield",Retired,Grêmio,"May 12, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Wilker Ángel,178400,€150k,"Dec 10, 2025","Mar 18, 1993",32,1.9,Venezuela,[],Centre-Back,,Without Club,Juventude,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Martinelli,815558,€14.00m,"Dec 10, 2025","Oct 5, 2001",24,1.76,Brazil,[],Defensive Midfield,,Fluminense,,,"Jul 1, 2020","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Young,894532,€100k,"Dec 10, 2025","Mar 7, 2002",23,2.02,Brazil,[],Goalkeeper,,São Paulo,,,"Jan 1, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marcelo Benevenuto,476339,€1.00m,"Dec 10, 2025","Jan 7, 1996",30,1.81,Brazil,[],Centre-Back,,Fortaleza,,,"Jan 5, 2022","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Adriel,808445,€800k,"Nov 24, 2025","Jan 14, 2001",25,1.95,Brazil,['Brazil'],Goalkeeper,,Avs FS,,,"Jan 1, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Felipe Alves,189682,,,"May 21, 1988",37,1.87,Brazil,[],Goalkeeper,,Santa Cruz-PE,,,"Feb 24, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mayk,603423,€500k,"Nov 24, 2025","Aug 31, 1999",26,1.72,Brazil,[],Left-Back,,Novorizontino,,,"Jun 11, 2025","Jul 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Allan,126422,€1.50m,"Dec 10, 2025","Jan 8, 1991",35,1.75,Brazil,"['Brazil', 'Portugal']",Defensive Midfield,"                  0
0  Central Midfield",Botafogo,,,"Jul 10, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Adriano Filho,1017149,,,"Jun 14, 2004",21,1.75,Brazil,[],Left Winger,,Brusque,,,"Jul 24, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Iury Castilho,366450,€750k,"Nov 24, 2025","Sep 6, 1995",30,1.85,Brazil,[],Centre-Forward,,Coritiba FC,,,"Jun 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matías Segovia,718307,€900k,"Dec 18, 2025","Jan 4, 2003",23,1.65,Paraguay,['Paraguay'],Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",América-MG,,,"Jan 15, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Vanderlan,816129,€3.50m,"Dec 10, 2025","Sep 7, 2002",23,1.83,Brazil,[],Left-Back,,RB Bragantino,,,"Aug 13, 2025","Dec 31, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Vinicius Dorneles,1116618,,,"Feb 18, 2004",21,1.87,Brazil,['Brazil'],Centre-Back,,CAC Renaux,,,"Sep 5, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ronaldo,405768,€1.00m,"Dec 10, 2025","Oct 23, 1996",29,1.79,Brazil,['Brazil'],Defensive Midfield,"                  0
0        Right-Back
1  Central Midfield",Internacional,,,"Jan 10, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
André Ramalho,175792,€1.20m,"Dec 10, 2025","Feb 16, 1992",33,1.82,Brazil,[],Centre-Back,,Corinthians,,,"Jul 16, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mauricio,678439,€12.00m,"Dec 10, 2025","Jun 22, 2001",24,1.74,Brazil,[],Attacking Midfield,,Palmeiras,,,"Jul 10, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Yago Felipe,346935,€1.50m,"Dec 10, 2025","Feb 3, 1995",30,1.74,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",Sport Recife,,,"Jan 21, 2026","Nov 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marquinhos,1082596,,,"Jan 15, 2004",22,1.8,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield",Without Club,Bragantino U20,"Jan 19, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Maguinho,350766,€50k,"Nov 24, 2025","Jan 6, 1992",34,1.75,Brazil,[],Right-Back,,América-MG,,,"Aug 13, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rômulo,867461,€1.80m,"Nov 24, 2025","Oct 7, 2001",24,1.77,Brazil,[],Attacking Midfield,,Novorizontino,,,"Aug 1, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Felipe Vieira,527192,€250k,"Nov 24, 2025","May 4, 1999",26,1.76,Brazil,[],Left-Back,,EC Vitória,,,"Jan 1, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Weverton,668262,€300k,"Nov 24, 2025","Feb 17, 2003",22,1.83,Brazil,[],Centre-Back,,Vila Nova FC,,,"Jan 1, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Araújo,1156560,,,"Jun 20, 2005",20,,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Cuiabá-MT,,,"Jan 5, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alexander Barboza,379752,€5.00m,"Dec 10, 2025","Mar 16, 1995",30,1.93,Argentina,[],Centre-Back,,Botafogo,,,"Jan 11, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Guilherme Castilho,726005,€2.50m,"Dec 29, 2025","Sep 19, 1999",26,1.77,Brazil,[],Central Midfield,,FC Juárez,,,"Feb 11, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marlon,273236,€3.00m,"Dec 18, 2025","Sep 7, 1995",30,1.82,Brazil,['Brazil'],Centre-Back,,Shakhtar D.,,,"Jul 1, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jádson,205179,€1.00m,"Dec 10, 2025","Aug 30, 1993",32,1.71,Brazil,['Brazil'],Central Midfield,"                    0
0  Defensive Midfield
1  Attacking Midfield",Athletico-PR,,,"Jan 3, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Rocha,362844,€1.50m,"Nov 24, 2025","Oct 1, 1994",31,1.75,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Second Striker",Coritiba FC,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Cheron,1090753,,,"Jan 17, 2004",22,1.79,Brazil,['Brazil'],Attacking Midfield,"                  0
0  Central Midfield",Maringá,,,"Jan 8, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pará,986895,€100k,"Dec 10, 2025","Feb 18, 2002",23,1.8,Brazil,['Brazil'],Defensive Midfield,"                  0
0        Right-Back
1  Central Midfield",Without Club,ND Primorje,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Maycon,421935,€2.00m,"Dec 10, 2025","Jul 15, 1997",28,1.75,Brazil,[],Central Midfield,,Atlético-MG,,,"Jan 10, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Villalba,240913,€1.80m,"Dec 10, 2025","Aug 19, 1994",31,1.77,Argentina,[],Centre-Back,,Cruzeiro,,,"Jan 3, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Garcia,1015973,,,"Apr 3, 2004",21,1.75,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield
1         Left-Back",Botafogo-PB,,,"Jun 6, 2025","Mar 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Léo Mana,838387,€700k,"Nov 24, 2025","Apr 6, 2004",21,1.79,Brazil,[],Right-Back,,Corinthians,,,"Jan 1, 2024","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Leão,1005586,,,"Jun 28, 2006",19,1.83,Brazil,['Brazil'],Centre-Forward,"                    0
0  Attacking Midfield
1      Second Striker",Flamengo U20,,,"Jun 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Cristian Pavón,373170,€1.70m,"Dec 10, 2025","Jan 21, 1996",30,1.74,Argentina,[],Right Winger,,Grêmio,,,"Feb 16, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mateus Macedo,1092836,,,"Feb 8, 2005",20,,Brazil,['Brazil'],Centre-Back,,Atlético-GO U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Vitão,428783,€10.00m,"Dec 10, 2025","Feb 2, 2000",25,1.85,Brazil,[],Centre-Back,,Flamengo,,,"Jan 9, 2026","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tobias Figueiredo,122077,€750k,"Nov 24, 2025","Feb 2, 1994",31,1.88,Portugal,[],Centre-Back,,Fortaleza,,,"Jul 11, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Eric Ramires,614328,€4.50m,"Dec 10, 2025","Aug 10, 2000",25,1.72,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",RB Bragantino,,,"Jan 19, 2022","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luís Oyama,555277,€500k,"Nov 24, 2025","Jan 30, 1997",28,1.71,Brazil,"['Brazil', 'Japan']",Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",Novorizontino,,,"Jan 1, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Aníbal Moreno,642758,€11.00m,"Dec 10, 2025","May 13, 1999",26,1.77,Argentina,[],Defensive Midfield,,River Plate,,,"Jan 14, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Yony González,262474,€500k,"Dec 5, 2025","Jul 11, 1994",31,1.84,Colombia,[],Right Winger,,Indep. Medellín,,,"Jan 1, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Giorgian de Arrascaeta,248410,€15.00m,"Dec 10, 2025","Jun 1, 1994",31,1.74,Uruguay,[],Attacking Midfield,,Flamengo,,,"Jan 12, 2019","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Mendes,629077,€300k,"Dec 18, 2025","Mar 10, 1999",26,1.93,Brazil,['Brazil'],Goalkeeper,,Alverca,,,"Aug 20, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rony,371009,€5.00m,"Dec 10, 2025","May 11, 1995",30,1.67,Brazil,[],Centre-Forward,,Atlético-MG,,,"Feb 14, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Erick,515638,€1.50m,"Dec 10, 2025","Dec 10, 1997",28,1.73,Brazil,['Brazil'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",EC Vitória,,,"Jan 1, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luca Orellano,636784,€4.50m,"Dec 11, 2025","Mar 22, 2000",25,1.7,Argentina,[],Right Winger,,Monterrey,,,"Jan 11, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Óscar Romero,217886,€900k,"Dec 10, 2025","Jul 4, 1992",33,1.76,Paraguay,[],Attacking Midfield,,Without Club,Internacional,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Henry Mosquera,975191,€2.50m,"Dec 10, 2025","Nov 15, 2001",24,1.75,Colombia,[],Left Winger,,RB Bragantino,,,"Apr 1, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Emanuel Brítez,262851,€600k,"Dec 10, 2025","Mar 26, 1992",33,1.78,Argentina,['Argentina'],Centre-Back,"            0
0  Right-Back",Fortaleza,,,"Jul 19, 2022","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jean Carlos,102574,€400k,"Nov 24, 2025","Feb 15, 1992",33,1.78,Brazil,[],Attacking Midfield,,Chapecoense,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Juliano,1277170,,,"Mar 1, 2008",17,1.84,Brazil,['Brazil'],Centre-Forward,,Palmeiras U17,,,"Aug 15, 2025","Aug 14, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Victor,671145,€5.00m,"Dec 16, 2025","Jul 17, 1998",27,1.9,Brazil,[],Centre-Back,,CSKA Moscow,,,"Aug 20, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Welington,729264,€3.00m,"Dec 3, 2025","Feb 19, 2001",24,1.7,Brazil,['Brazil'],Left-Back,"               0
0  Left Midfield",Southampton,,,"Jan 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gustavo Nunes,1086375,€10.00m,"Dec 9, 2025","Nov 20, 2005",20,1.73,Brazil,['Brazil'],Left Winger,"              0
0  Right Winger",Brentford,,,"Aug 28, 2024","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Igor Gomes,689640,€1.50m,"Nov 28, 2025","Mar 6, 2001",24,1.85,Brazil,[],Centre-Back,,Shabab Al-Ahli,,,"Sep 30, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Moura,77100,€2.50m,"Dec 10, 2025","Aug 13, 1992",33,1.72,Brazil,[],Right Winger,,São Paulo,,,"Aug 2, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Mycael,743586,€2.50m,"Nov 24, 2025","Mar 12, 2004",21,1.91,Brazil,[],Goalkeeper,,Athletico-PR,,,"Jan 1, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
William,341710,€4.50m,"Dec 10, 2025","Apr 3, 1995",30,1.71,Brazil,[],Right-Back,,Cruzeiro,,,"Jan 1, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tchoca,1005650,€2.00m,"Dec 10, 2025","Dec 31, 2003",22,1.92,Brazil,['Brazil'],Centre-Back,,Corinthians,,,"Feb 1, 2024","Dec 31, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Éder,37418,,,"Nov 15, 1986",39,1.77,Italy,[],Centre-Forward,,Retired,Criciúma,"Aug 5, 2024",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Agustín Canobbio,457533,€6.00m,"Dec 10, 2025","Oct 1, 1998",27,1.75,Uruguay,[],Left Winger,,Fluminense,,,"Jan 10, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fabricio Lentz,1226993,,,"Feb 24, 2006",19,1.81,Brazil,['Brazil'],Attacking Midfield,"                  0
0  Central Midfield",Criciúma U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Arthur Henrique,349737,,,"May 17, 1994",31,1.76,Brazil,[],Left-Back,,Figueirense FC,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Thiago Beltrame,959088,,,"Jul 2, 2003",22,2.01,Brazil,"['Brazil', 'Italy']",Goalkeeper,,Grêmio,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Henrique,329720,€3.50m,"Dec 10, 2025","Oct 2, 1995",30,1.88,Brazil,['Brazil'],Centre-Back,,RB Bragantino,,,"Apr 19, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Dantas,628647,€300k,"Nov 24, 2025","Feb 19, 1993",32,1.77,Brazil,[],Centre-Forward,,Novorizontino,,,"Jul 22, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Higor Meritão,646432,€900k,"Nov 24, 2025","Jun 23, 1994",31,1.86,Brazil,['Brazil'],Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",Chapecoense,,,"Jan 1, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kauã Davi,1082840,€25k,"Nov 14, 2025","Jan 17, 2004",22,1.85,Brazil,['Brazil'],Right-Back,"             0
0  Centre-Back",FCI Levadia,,,"Jul 9, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Maxsuell Alegria,1097081,€250k,"Dec 8, 2025","Jan 9, 2004",22,1.69,Brazil,['Brazil'],Left Winger,"              0
0  Right Winger",Zalaegerszeg,,,"Aug 4, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Eduardo Vinícius,1111733,€50k,"Nov 24, 2025","Apr 2, 2005",20,1.83,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Cuiabá U20,,,"Sep 1, 2023",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Vitinho,323944,€400k,"Dec 10, 2025","Mar 24, 1998",27,1.76,Brazil,[],Attacking Midfield,,Without Club,RB Bragantino,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alexandre Jesus,739439,€800k,"Dec 16, 2025","Sep 16, 2001",24,1.84,Brazil,['Brazil'],Centre-Forward,"              0
0  Right Winger
1   Left Winger",Orenburg,,,"Aug 6, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luis Soares,1223923,€100k,"Nov 24, 2025","Jul 17, 2005",20,1.91,Brazil,['Brazil'],Centre-Back,,Cuiabá U20,,,-,"Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Paulinho Paula,534473,€1.00m,"Dec 10, 2025","Jan 8, 1997",29,1.73,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield",Internacional,,,"Jan 9, 2026","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Vinicius,565443,€2.00m,"Nov 24, 2025","Jan 11, 1999",27,1.87,Brazil,[],Defensive Midfield,,YN Yukun,,,"Jan 5, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Danielzinho,418530,€1.50m,"Nov 24, 2025","Jan 11, 1996",30,1.73,Brazil,['Brazil'],Attacking Midfield,"                  0
0  Central Midfield",CRB,,,"Jan 4, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Rodrigues,406766,€1.50m,"Dec 10, 2025","Mar 7, 1997",28,1.77,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Palmeiras,,,"Jan 1, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marlon Santos,1224014,,,"Jan 11, 2005",21,1.75,Brazil,['Brazil'],Attack,,Juventude U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Thiaguinho,638305,€1.00m,"Nov 24, 2025","Mar 13, 2001",24,1.73,Brazil,[],Right Winger,,CRB,,,"Feb 7, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Enner Valencia,139503,€1.50m,"Dec 29, 2025","Nov 4, 1989",36,1.77,Ecuador,[],Centre-Forward,,Pachuca,,,"Sep 11, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Guilherme,1008160,,,"Aug 14, 2002",23,1.8,Brazil,[],Left-Back,,AD Bahia-BA,,,"Apr 16, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Cauan Barros,1083966,€3.00m,"Dec 10, 2025","May 6, 2004",21,1.83,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",Vasco da Gama,,,"Jan 1, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Keno,346065,€400k,"Dec 10, 2025","Sep 10, 1989",36,1.74,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Second Striker",Fluminense,,,"Jan 1, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
